Género;Rango_Etario;Localidad;Situación_país;AprobaciónVázquez;CambiosUy;AprobaciónPeña;CambiosLava;Voto2014;VotoInternas;Proyección2019;PrioridadesNacional;Diputados;Senado;InterésEnPolítica;IdentificaciónIdeológica;NivelEstudios;SituaciónEconómica;Intendente;Televisión;Radio;Ponderador
Femenino;de 30 a 39;Minas;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Jorge Larrañaga;Algo;Centro Izquierda;Primaria Incompleta;Regular;Mario García;SI;SI;0,644
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Educación;Ni aprueba ni desaprueba;Falta de Oferta Educativa;Partido Colorado;Partido Colorado;Partido Colorado;Voto principalmente a quiénes van a la diputación;Robert Bouvier;Ernesto Talvi;Me interesa;Derecha Moderada;Universitario Completo;Buena;Luis Carrese;NO;No;0,5208
Masculino;de 23 a 29;Minas;Muy Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Cabildo Abierto;No lo sé;Gustavo Risso;Juan Sartori;Nada;Centro;Secundaria Incompleta;Mala;Gastón Elola;NO;No;2,1252
Femenino;de 30 a 39;Minas;Buena;Aprueba;Vivienda;Desaprueba;Servicios Públicos;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;Ninguno;Me gusta mucho;Centro Izquierda;Universitario Incompleto;Buena;Pablo Fuentes;NO;SI;0,203
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Seguridad Pública;Partido Colorado;Cabildo Abierto;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Ninguno;Gustavo Zubía;Me gusta;Centro;Secundaria Completa;Regular;Mario García;SI;No;0,2128
Femenino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Mario Bergara;Algo;Izquierda Moderada;Secundaria Incompleta;Regular;Pablo Fuentes;NO;No;0,1624
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Empleo;Desaprueba;Falta de Empleo;En Blanco / Anulado;No Voté;En Blanco / Anulado;Soy Indiferente;Ninguno;Ninguno;Nada;Ultra Derecha;Secundaria Incompleta;Regular;Ninguno;NO;No;0,9735
Masculino;de 51 a 64;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Colorado;Partido Colorado;Partido Colorado;Voto principalmente a quiénes integran la lista al senado;Robert Bouvier;Ernesto Talvi;Me gusta mucho;Centro Izquierda;Secundaria Incompleta;Buena;Luis Carrese;SI;No;1,1718
Femenino;de 23 a 29;Otra zona rural;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Vivienda;Frente Amplio;Cabildo Abierto;Todavía no lo he decidido;No lo sé;No lo Sé;No lo sé;Nada;Ultra Izquierda;Secundaria Incompleta;Regular;No lo sé;NO;No;0,2964
Femenino;de 51 a 64;Minas;Buena;Aprueba;Empleo;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Carolina Cosse;Me gusta mucho;Ultra Derecha;Terciario Incompleto;Regular;Daniel Ximénez;SI;No;0,1624
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;En Blanco / Anulado;No Voté;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Ninguno;Gustavo Zubía;Nada;Centro;Primaria Completa;Mala;Daniel Ximénez;SI;SI;0,9912
Femenino;de 51 a 64;Minas;Buena;Aprueba;Educación;Ni aprueba ni desaprueba;Seguridad Pública;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Danilo Astori;Me gusta mucho;Ultra Derecha;Secundaria Completa;Buena;Daniel Ximénez;NO;SI;0,1624
Masculino;de 18 a 22;Minas;Buena;Ni aprueba ni desaprueba;Políticas Sociales;Aprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Gastón Elola;José Mujica;Me interesa;Centro;Secundaria Completa;Mala;Mario García;SI;SI;4,248
Femenino;de 30 a 39;Minas;Mala;No lo sé;Seguridad Pública;Ni aprueba ni desaprueba;Seguridad Pública;Otro;Cabildo Abierto;Todavía no lo he decidido;No lo sé;No lo Sé;No lo sé;Casi nada;Centro;Secundaria Completa;Mala;Daniel Ximénez;NO;No;0,266
Femenino;de 18 a 22;Varela;Muy Buena;Aprueba;Educación;Desaprueba;Bajos Salarios;Frente Amplio;No Voté;Frente Amplio;Soy Indiferente;Carol Aviaga;Óscar Andrade;Casi nada;Centro;Secundaria Completa;Buena;Mario García;NO;No;1,3806
Masculino;de 51 a 64;Minas;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;José Mujica;Me gusta mucho;Izquierda Dura;Secundaria Completa;Regular;Pablo Fuentes;NO;SI;0,3654
Femenino;de 18 a 22;Minas;Mala;Ni aprueba ni desaprueba;Salud;Aprueba;Falta de Empleo;No Voté;No Voté;Ninguno;No lo sé;Tomás Casas;Carol Aviaga;Me interesa;Derecha Dura;Secundaria Incompleta;Muy Mala;Daniel Ximénez;SI;No;1,3806
Masculino;de 51 a 64;Minas;Buena;Aprueba;Jubilaciones y Pensiones;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Izquierda Moderada;Secundaria Completa;Buena;Pablo Fuentes;NO;No;0,3654
Femenino;de 40 a 50;Minas;Mala;Desaprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Partido Colorado;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Carol Aviaga;Julio María Sanguinetti;Me gusta mucho;Centro;Universitario Completo;Buena;Ninguno;SI;SI;0,506
Femenino;de 30 a 39;Batlle y Ordóñez;Mala;Ni aprueba ni desaprueba;Empleo;Desaprueba;Falta de Empleo;No Voté;No Voté;Todavía no lo he decidido;Voto principalmente a quiénes integran la lista al senado;Carol Aviaga;Juan Sartori;Me interesa;Centro;Primaria Completa;Regular;No lo sé;NO;No;1,239
Femenino;de 30 a 39;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;No lo sé;Gustavo Risso;Danilo Astori;Me gusta;Centro Izquierda;Secundaria Incompleta;Mala;Daniel Ximénez;NO;SI;1,239
Femenino;de 30 a 39;Minas;Muy Mala;Desaprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Cabildo Abierto;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;No lo Sé;Gustavo Zubía;Me gusta mucho;Izquierda Dura;Primaria Completa;Regular;Mario García;NO;No;0,266
Masculino;de 40 a 50;Minas;Buena;Aprueba;Educación;Desaprueba;Falta de Empleo;Frente Amplio;Partido Colorado;Ninguno;No pienso votar;Ninguno;Ninguno;Algo;Centro;Posgrado;Buena;Daniel Ximénez;NO;SI;1,302
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Luis Lacalle Pou;Me interesa;Derecha Moderada;Terciario Incompleto;Mala;Mario García;NO;No;0,5152
Femenino;de 51 a 64;Minas;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Colorado;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Gustavo Zubía;Me interesa;Derecha Moderada;Secundaria Completa;Mala;Mario García;SI;SI;0,9912
Femenino;de 40 a 50;Pirarajá;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Casi nada;Centro Izquierda;Secundaria Incompleta;Regular;Mario García;NO;No;0,506
Femenino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Juan Sartori;Algo;Centro Izquierda;Secundaria Completa;Regular;Mario García;NO;SI;1,239
Masculino;de 40 a 50;Otra zona rural;Muy Buena;Aprueba;Nada;Desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;José Mujica;Me gusta mucho;Izquierda Dura;Terciario Incompleto;Regular;Daniel Ximénez;NO;No;0,406
Femenino;de 51 a 64;Otra zona rural;Mala;Desaprueba;Educación;Aprueba;Falta de Empleo;Frente Amplio;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Robert Bouvier;Ernesto Talvi;Me gusta mucho;Centro Izquierda;Terciario Incompleto;Buena;Luis Carrese;NO;No;0,5208
Masculino;de 65 a más;Minas;Buena;Aprueba;Seguridad Pública;Ni aprueba ni desaprueba;Seguridad Pública;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Mario Bergara;Me gusta mucho;Izquierda Moderada;Secundaria Completa;Regular;Daniel Ximénez;SI;SI;0,6873
Femenino;de 65 a más;Minas;Mala;Desaprueba;Seguridad Pública;Aprueba;No hay ningún problema;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Jorge Larrañaga;Me gusta mucho;Centro;Terciario Incompleto;Buena;Ninguno;NO;No;1,8584
Femenino;de 18 a 22;Minas;Regular;No lo sé;Seguridad Pública;No lo sé;Falta de Empleo;No Voté;No Voté;Todavía no lo he decidido;No lo sé;Alexandra Inzaurralde;Ninguno;Poco;Centro;Terciario Incompleto;Regular;Mario García;SI;SI;1,3806
Masculino;de 23 a 29;Minas;Regular;Ni aprueba ni desaprueba;Comercio Exterior;Aprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Todavía no lo he decidido;Soy Indiferente;Carol Aviaga;Danilo Astori;Me interesa;Ultra Izquierda;Primaria Completa;Regular;Ninguno;NO;SI;2,1252
Masculino;de 51 a 64;Minas;Regular;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Independiente;Frente Amplio;Partido Independiente;Voto principalmente a quiénes integran la lista al senado;Ninguno;Carol Aviaga;Me gusta mucho;Centro Izquierda;Secundaria Incompleta;Regular;Daniel Ximénez;SI;SI;0,3654
Masculino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Julio María Sanguinetti;Algo;Centro;Secundaria Incompleta;Buena;Daniel Ximénez;NO;SI;1,1592
Femenino;de 51 a 64;Minas;Regular;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Nacional;Cabildo Abierto;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Gustavo Zubía;Poco;Derecha Dura;Secundaria Incompleta;Buena;Mario García;SI;No;0,2128
Femenino;de 65 a más;Minas;Muy Mala;Desaprueba;Empleo;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Colorado;Voto principalmente a quiénes van a la diputación;Andrea Aviaga;Jorge Larrañaga;Me gusta mucho;Derecha Moderada;Secundaria Incompleta;Mala;Ninguno;NO;SI;1,8584
Femenino;de 40 a 50;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Servicios Públicos;Otro;No Voté;En Blanco / Anulado;No lo sé;No lo Sé;Juan Sartori;Algo;Centro;Secundaria Completa;Regular;Daniel Ximénez;SI;SI;0,9735
Masculino;de 40 a 50;Minas;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Gustavo Risso;Julio María Sanguinetti;Algo;Centro;Secundaria Incompleta;Muy Mala;Daniel Ximénez;SI;SI;1,302
Femenino;de 23 a 29;Minas;Regular;Desaprueba;Educación;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Carol Aviaga;Carol Aviaga;Me gusta;Derecha Moderada;Universitario Incompleto;Regular;Ninguno;NO;SI;
Femenino;de 18 a 22;Minas;Muy Mala;Ni aprueba ni desaprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Gustavo Risso;Juan Sartori;Me interesa;Centro Izquierda;Secundaria Incompleta;Mala;No lo sé;SI;SI;0,7176
Femenino;de 40 a 50;Minas;Regular;No lo sé;Comercio Exterior;No lo sé;Falta de Empleo;En Blanco / Anulado;No Voté;En Blanco / Anulado;No pienso votar;Ernesto Cesar;Daniel Martínez;Me gusta;Centro Derecha;Terciario Incompleto;Regular;Daniel Ximénez;SI;SI;0,9735
Femenino;de 18 a 22;Minas;Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Cabildo Abierto;Soy Indiferente;Tomás Casas;Danilo Astori;Algo;Derecha Moderada;Secundaria Incompleta;Regular;Daniel Ximénez;NO;SI;1,3806
Femenino;de 51 a 64;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Oferta Educativa;Partido Colorado;Cabildo Abierto;Cabildo Abierto;Soy Indiferente;Ninguno;Gustavo Zubía;Casi nada;Ultra Derecha;Secundaria Completa;Buena;No lo sé;SI;SI;0,2128
Masculino;de 23 a 29;Minas;Muy Mala;Desaprueba;Empleo;Desaprueba;Falta de Empleo;No Voté;Partido Nacional;Partido de la Gente;Soy Indiferente;Ninguno;Jorge Larrañaga;Casi nada;Ultra Izquierda;Terciario Incompleto;Regular;Tomás Casas;NO;No;2,1252
Femenino;de 51 a 64;Minas;Muy Buena;Aprueba;Nada;Desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Ultra Izquierda;Primaria Completa;Muy Buena;Daniel Ximénez;NO;No;0,1624
Masculino;de 65 a más;Minas;Buena;Aprueba;Empleo;Desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Ultra Derecha;Secundaria Incompleta;Buena;Daniel Ximénez;NO;No;0,6873
Femenino;de 40 a 50;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;No lo Sé;Carolina Cosse;Algo;Centro;Secundaria Incompleta;Buena;Daniel Ximénez;NO;SI;0,1595
Masculino;de 30 a 39;Minas;Buena;Aprueba;Seguridad Pública;Aprueba;Falta de Empleo;Frente Amplio;No Voté;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Miguel Ramírez;Ernesto Talvi;Me gusta mucho;Izquierda Moderada;Universitario Completo;Buena;Mario García;SI;SI;3,2037
Masculino;de 40 a 50;Minas;Buena;Aprueba;Educación;Desaprueba;Los Políticos;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Gonzalo Abella;Me gusta mucho;Izquierda Dura;Terciario Incompleto;Buena;Ninguno;NO;No;2,478
Masculino;de 65 a más;Minas;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Óscar Andrade;Me gusta;Centro Izquierda;Secundaria Incompleta;Buena;Daniel Ximénez;SI;No;0,6873
Femenino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Aprueba;Falta de Empleo;No Voté;No Voté;Partido de los Trabajadores;Solo me interesa elegir al candidato a Presidente;No lo Sé;No lo sé;Algo;Izquierda Moderada;Secundaria Incompleta;Regular;Mario García;SI;SI;0,9912
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;No lo sé;Poco;Ultra Derecha;Primaria Completa;Buena;Mario García;NO;No;0,506
Femenino;de 40 a 50;Mariscala;Regular;Ni aprueba ni desaprueba;Empleo;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Gastón Elola;Ernesto Talvi;Me gusta mucho;Centro;Secundaria Completa;Mala;Gastón Elola;NO;No;0,506
Femenino;de 18 a 22;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;No Voté;Cabildo Abierto;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Jorge Larrañaga;Algo;Centro;Secundaria Incompleta;Mala;Mario García;NO;SI;0,2964
Masculino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;No Voté;Cabildo Abierto;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Gustavo Salle;Me gusta mucho;Centro Derecha;Secundaria Incompleta;Mala;No lo sé;SI;No;0,4788
Femenino;de 40 a 50;Minas;Regular;Aprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;José Mujica;Algo;Centro Izquierda;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;0,1595
Femenino;de 23 a 29;Varela;Mala;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;No Voté;Todavía no lo he decidido;No lo sé;Estrella Cabana;Gustavo Salle;Me gusta mucho;Centro Derecha;Primaria Completa;Mala;No lo sé;NO;No;1,3806
Femenino;de 40 a 50;Varela;Regular;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Gustavo Zubía;Poco;Derecha Dura;Secundaria Completa;Regular;Gastón Elola;NO;No;0,506
Femenino;de 23 a 29;Varela;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;No lo sé;Ninguno;Daniel Martínez;Algo;Centro Izquierda;Terciario Incompleto;Mala;Mario García;NO;No;0,2262
Femenino;de 23 a 29;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;No lo Sé;José Mujica;Algo;Centro;Secundaria Incompleta;Regular;No lo sé;NO;SI;0,2262
Femenino;de 23 a 29;Minas;Mala;Ni aprueba ni desaprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ninguno;Carolina Cosse;Algo;Izquierda Dura;Secundaria Incompleta;Mala;Daniel Ximénez;SI;SI;1,3806
Femenino;de 23 a 29;Batlle y Ordóñez;No lo sé;Aprueba;Educación;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Andrea Aviaga;Ernesto Talvi;Poco;Izquierda Moderada;Terciario Incompleto;Buena;No lo sé;NO;No;0,2262
Femenino;de 40 a 50;Varela;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Partido Colorado;Partido Colorado;Ninguno;No pienso votar;Andrea Aviaga;Julio María Sanguinetti;Nada;Centro;Secundaria Completa;Mala;Mario García;NO;No;0,5115
Femenino;de 30 a 39;Minas;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Jorge Larrañaga;Me gusta mucho;Centro Derecha;Terciario Incompleto;Muy Buena;Mario García;NO;SI;0,644
Femenino;de 23 a 29;Varela;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;No lo sé;No lo Sé;José Mujica;Poco;Centro;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;1,3806
Masculino;de 40 a 50;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta;Centro;Secundaria Incompleta;Buena;Mario García;SI;SI;1,288
Femenino;de 40 a 50;Minas;Regular;Desaprueba;Empleo;Desaprueba;Vivienda;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Ultra Derecha;Secundaria Incompleta;Mala;Mario García;SI;SI;0,506
Masculino;de 40 a 50;Minas;Buena;Desaprueba;Educación;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Centro Derecha;Universitario Incompleto;Buena;Mario García;NO;SI;1,288
Femenino;de 18 a 22;Minas;Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Jorge Larrañaga;Me gusta mucho;Derecha Moderada;Terciario Incompleto;Regular;Mario García;SI;SI;0,7176
Masculino;de 30 a 39;Batlle y Ordóñez;Regular;Desaprueba;Políticas Sociales;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me interesa;Derecha Moderada;Secundaria Completa;Regular;Mario García;NO;SI;1,6652
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Empleo;Desaprueba;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Centro Derecha;Secundaria Completa;Mala;Mario García;NO;SI;0,5152
Femenino;de 40 a 50;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Servicios Públicos;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Derecha Moderada;Terciario Completo;Buena;Mario García;SI;SI;0,506
Femenino;de 51 a 64;Otra zona rural;Mala;Aprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ninguno;Daniel Martínez;Me gusta mucho;Centro;Secundaria Incompleta;Regular;Daniel Ximénez;SI;SI;0,1624
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Centro Derecha;Universitario Incompleto;Regular;Mario García;SI;SI;0,5152
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Los Políticos;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Gustavo Zubía;Me gusta mucho;Ultra Derecha;Terciario Completo;Buena;Ninguno;NO;SI;
Femenino;de 40 a 50;Minas;Buena;Aprueba;Jubilaciones y Pensiones;Desaprueba;Servicios Públicos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Gustavo Risso;Danilo Astori;Algo;Ultra Izquierda;Primaria Completa;Mala;Ruth Sosa;NO;No;0,1595
Femenino;de 23 a 29;Minas;Buena;Aprueba;Educación;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Julián Mazzoni;Danilo Astori;Algo;Centro;Terciario Incompleto;Regular;Daniel Ximénez;NO;No;0,2262
Femenino;de 40 a 50;Mariscala;Mala;Desaprueba;Educación;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Jorge Larrañaga;Me gusta mucho;Centro;Universitario Completo;Regular;Mario García;SI;SI;0,506
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Gustavo Zubía;Me gusta mucho;Centro Derecha;Universitario Completo;Buena;Mario García;NO;SI;0,506
Femenino;de 30 a 39;Minas;Regular;Aprueba;Medio Ambiente;Desaprueba;Los Políticos;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Óscar Andrade;Me interesa;Izquierda Moderada;Universitario Completo;Buena;Daniel Ximénez;NO;SI;1,239
Femenino;de 51 a 64;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Colorado;Cabildo Abierto;Cabildo Abierto;Voto principalmente a quiénes van a la diputación;No lo Sé;Julio María Sanguinetti;Me gusta;Derecha Dura;Universitario Completo;Regular;No lo sé;NO;No;0,2128
Masculino;de 18 a 22;Varela;Regular;Ni aprueba ni desaprueba;Política Migratoria;Desaprueba;Servicios Públicos;No Voté;No Voté;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Javier Umpiérrez;Ernesto Talvi;Me interesa;Centro;Universitario Incompleto;Regular;No lo sé;NO;SI;4,248
Femenino;de 23 a 29;Minas;Muy Mala;Aprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ninguno;Ninguno;Nada;Ultra Izquierda;Primaria Completa;Regular;Daniel Ximénez;SI;No;1,3806
Masculino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;En Blanco / Anulado;Partido Nacional;Todavía no lo he decidido;Soy Indiferente;Gastón Elola;Juan Sartori;Casi nada;Centro;Secundaria Incompleta;Regular;Gastón Elola;NO;SI;1,1592
